Mod:Item:MetaData, Localized Name
props:props:1268, Borje Chair White Dark Blue
props:props:1269, Borje Chair White Orange
props:props:1270, Borje Chair White Purple
props:props:1271, Borje Chair White Blue
props:props:1272, Borje Chair White Lime
props:props:1273, Borje Chair White Green
props:props:1274, Borje Chair White Fuchsia
props:props:1275, Borje Chair White Light Blue
props:props:1276, Borje Chair White Razzle
props:props:1277, Borje Chair White Red
props:props:1278, Borje Chair White Pink
props:props:1279, Borje Chair White Black
props:props:1280, Borje Chair White Yellow
props:props:1281, Borje Chair White Coral
props:props:1282, Borje Chair White Cyan
props:props:1283, Borje Chair White Gray
props:props:1284, Borje Chair Black
props:props:1285, Borje Chair Black Dark Blue
props:props:1286, Borje Chair Black Orange
props:props:1287, Borje Chair Black Purple
props:props:1288, Borje Chair Black Blue
props:props:1289, Borje Chair Black Lime
props:props:1290, Borje Chair Black Green
props:props:1291, Borje Chair Black Fuchsia
props:props:1292, Borje Chair Black Light Blue
props:props:1293, Borje Chair Black Razzle
props:props:1294, Borje Chair Black Red
props:props:1295, Borje Chair Black Pink
props:props:1296, Borje Chair Black Black
props:props:1297, Borje Chair Black Yellow
props:props:1298, Borje Chair Black Coral
props:props:1299, Borje Chair Black Cyan
props:props:1300, Borje Chair Black Gray
props:props:1301, Borje Chair Light
props:props:1302, Borje Chair Light Dark Blue
props:props:1304, Borje Chair Light Orange
props:props:1305, Borje Chair Light Purple
props:props:1306, Borje Chair Light Blue
props:props:1307, Borje Chair Light Lime
props:props:1308, Borje Chair Light Green
props:props:1309, Borje Chair Light Fuchsia
props:props:1310, Borje Chair Light Light Blue
props:props:1311, Borje Chair Light Razzle
props:props:1312, Borje Chair Light Red
props:props:1313, Borje Chair Light Pink
props:props:1314, Borje Chair Light Black
props:props:1315, Borje Chair Light Yellow
props:props:1316, Borje Chair Light Coral
props:props:1317, Borje Chair Light Cyan
props:props:1318, Borje Chair Light Gray
props:props:1319, Borje Chair Medium
props:props:1320, Borje Chair Medium Dark Blue
props:props:1321, Borje Chair Medium Orange
props:props:1322, Borje Chair Medium Purple
props:props:1323, Borje Chair Medium Blue
props:props:1324, Borje Chair Medium Lime
props:props:1325, Borje Chair Medium Green
props:props:1326, Borje Chair Medium Fuchsia
props:props:1327, Borje Chair Medium Medium Blue
props:props:1328, Borje Chair Medium Razzle
props:props:1329, Borje Chair Medium Red
props:props:1330, Borje Chair Medium Pink
props:props:1331, Borje Chair Medium Black
props:props:1332, Borje Chair Medium Yellow
props:props:1333, Borje Chair Medium Coral
props:props:1334, Borje Chair Medium Cyan
props:props:1335, Borje Chair Medium Gray
props:props:1336, Borje Chair Dark
props:props:1337, Borje Chair Dark Dark Blue
props:props:1338, Borje Chair Dark Orange
props:props:1339, Borje Chair Dark Purple
props:props:1340, Borje Chair Dark Blue
props:props:1341, Borje Chair Dark Lime
props:props:1342, Borje Chair Dark Green
props:props:1343, Borje Chair Dark Fuchsia
props:props:1344, Borje Chair Dark Light Blue
props:props:1345, Borje Chair Dark Razzle
props:props:1346, Borje Chair Dark Red
props:props:1347, Borje Chair Dark Pink
props:props:1348, Borje Chair Dark Black
props:props:1349, Borje Chair Dark Yellow
props:props:1350, Borje Chair Dark Coral
props:props:1351, Borje Chair Dark Cyan
props:props:1352, Borje Chair Dark Gray
props:props:1353, Industrial Chair
props:props:1354, Industrial Chair Dark Blue
props:props:1355, Industrial Chair Orange
props:props:1356, Industrial Chair Purple
props:props:1357, Industrial Chair Blue
props:props:1358, Industrial Chair Lime
props:props:1359, Industrial Chair Green
props:props:1360, Industrial Chair Fuchsia
props:props:1361, Industrial Chair Light Blue
props:props:1362, Industrial Chair Razzle
props:props:1363, Industrial Chair Red
props:props:1364, Industrial Chair Pink
props:props:1365, Industrial Chair Black
props:props:1366, Industrial Chair Yellow
props:props:1367, Industrial Chair Coral
props:props:1368, Industrial Chair Cyan
props:props:1369, Industrial Chair Gray
props:props:1370, Industrial Sofa
props:props:1371, Industrial Sofa Dark Blue
props:props:1372, Industrial Sofa Orange
props:props:1373, Industrial Sofa Purple
props:props:1374, Industrial Sofa Blue
props:props:1375, Industrial Sofa Lime
props:props:1376, Industrial Sofa Green
props:props:1377, Industrial Sofa Fuchsia
props:props:1378, Industrial Sofa Light Blue
props:props:1379, Industrial Sofa Razzle
props:props:1380, Industrial Sofa Red
props:props:1381, Industrial Sofa Pink
props:props:1382, Industrial Sofa Black
props:props:1383, Industrial Sofa Yellow
props:props:1384, Industrial Sofa Coral
props:props:1385, Industrial Sofa Cyan
props:props:1386, Industrial Sofa Gray
props:props:1387, Industrial FootLamp
props:props:1388, Industrial FootLamp Dark Blue
props:props:1389, Industrial FootLamp Orange
props:props:1390, Industrial FootLamp Purple
props:props:1391, Industrial FootLamp Blue
props:props:1392, Industrial FootLamp Lime
props:props:1393, Industrial FootLamp Green
props:props:1394, Industrial FootLamp Fuchsia
props:props:1395, Industrial FootLamp Light Blue
props:props:1396, Industrial FootLamp Razzle
props:props:1397, Industrial FootLamp Red
props:props:1398, Industrial FootLamp Pink
props:props:1399, Industrial FootLamp Black
props:props:1400, Industrial FootLamp Yellow
props:props:1401, Industrial FootLamp Coral
props:props:1402, Industrial FootLamp Cyan
props:props:1403, Industrial FootLamp Gray
props:props:1404, Office Chair 3
props:props:1405, Office Chair 3 Black
props:props:1406, Tulip Vase
props:props:1407, Tulip Vase Dark Blue
props:props:1408, Tulip Vase Orange
props:props:1409, Tulip Vase Purple
props:props:1410, Tulip Vase Blue
props:props:1411, Tulip Vase Lime
props:props:1412, Tulip Vase Green
props:props:1413, Tulip Vase Fuchsia
props:props:1414, Tulip Vase Light Blue
props:props:1415, Tulip Vase Razzle
props:props:1416, Tulip Vase Red
props:props:1417, Tulip Vase Pink
props:props:1418, Tulip Vase Yellow
props:props:1419, Tulip Vase Coral
props:props:1420, Tulip Vase Cyan
props:props:1421, Industrial Coffee Table Light
props:props:1422, Industrial Coffee Table Medium
props:props:1423, Industrial Coffee Table Dark
props:props:1424, Industrial Table 1 Light
props:props:1425, Industrial Table 1 Medium
props:props:1426, Industrial Table 1 Dark
props:props:1427, Industrial Table 2 Light
props:props:1428, Industrial Table 2 Medium
props:props:1429, Industrial Table 2 Dark
props:props:1430, Hanging Lamp Short
props:props:1431, Piano Stool
props:props:1432, Patron Doll Oddles
props:props:1433, Patron Doll Hazardrar
props:props:1434, Patron Doll Cottonbaler
props:props:1435, Patron Doll thatdesiree
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemGasConduit:0, Gas Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage
extracells:storage.fluid:1, ME 4k Fluid Storage
extracells:storage.fluid:2, ME 16k Fluid Storage
extracells:storage.fluid:3, ME 64k Fluid Storage
extracells:storage.fluid:4, ME 256k Fluid Storage
extracells:storage.fluid:5, ME 1024k Fluid Storage
extracells:storage.fluid:6, ME 4096k Fluid Storage
extracells:storage.physical:0, ME 256k Storage
extracells:storage.physical:1, ME 1024k Storage
extracells:storage.physical:2, ME 4096k Storage
extracells:storage.physical:3, ME 16384k Storage
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage
extracells:storage.gas:1, ME 4k Gas Storage
extracells:storage.gas:2, ME 16k Gas Storage
extracells:storage.gas:3, ME 64k Gas Storage
extracells:storage.gas:4, ME 256k Gas Storage
extracells:storage.gas:5, ME 1024k Gas Storage
extracells:storage.gas:6, ME 4096k Gas Storage
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.component:11, 1k ME Gas Storage Component
extracells:storage.component:12, 4k ME Gas Storage Component
extracells:storage.component:13, 16k ME Gas Storage Component
extracells:storage.component:14, 64k ME Gas Storage Component
extracells:storage.component:15, 256k ME Gas Storage Component
extracells:storage.component:16, 1024k ME Gas Storage Component
extracells:storage.component:17, 4096k ME Gas Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME Upgrade
MetallurgyCore:metallurgyCore.oreFinder, Ore Finder
Metallurgy:base.dust:0, Copper Dust
Metallurgy:base.dust:1, Tin Dust
Metallurgy:base.dust:2, Manganese Dust
Metallurgy:base.dust:3, Bronze Dust
Metallurgy:base.dust:4, Hepatizon Dust
Metallurgy:base.dust:5, Damascus Steel Dust
Metallurgy:base.dust:6, Angmallen Dust
Metallurgy:base.dust:7, Steel Dust
Metallurgy:copper.ingot:0, Copper Ingot
Metallurgy:base.nugget:0, Copper Nugget
Metallurgy:base.nugget:1, Tin Nugget
Metallurgy:base.nugget:2, Manganese Nugget
Metallurgy:base.nugget:3, Bronze Nugget
Metallurgy:base.nugget:4, Hepatizon Nugget
